base_folder,image_file,audio_file,caption
vggsound_00,nzKFQ7Myg_109.png,nzKFQ7Myg_000109.wav,playing bongo
vggsound_00,PlJNEnf-s_288.png,PlJNEnf-s_000288.wav,"bee, wasp, etc. buzzing"
vggsound_00,q1RQWxQog_93.png,q1RQWxQog_000093.wav,playing erhu
vggsound_00,Q8wkZvDZE_150.png,Q8wkZvDZE_000150.wav,people whispering
vggsound_00,qEoNMshyY_37.png,qEoNMshyY_000037.wav,tap dancing
vggsound_00,QVnZXkb_Y_74.png,QVnZXkb_Y_000074.wav,coyote howling
vggsound_00,qXTWmzUKA_30.png,qXTWmzUKA_000030.wav,playing bass guitar
vggsound_00,R3QLObQ5I_319.png,R3QLObQ5I_000319.wav,metronome
vggsound_00,rs27ZwZ9M_189.png,rs27ZwZ9M_000189.wav,playing electronic organ
vggsound_00,SQyOb8eS0_30.png,SQyOb8eS0_000030.wav,playing harp
vggsound_00,SvivLlKLU_137.png,SvivLlKLU_000137.wav,airplane
vggsound_00,TF_YkxfvQ_1.png,TF_YkxfvQ_000001.wav,rope skipping
vggsound_00,TKJIv9aY4_210.png,TKJIv9aY4_000210.wav,ambulance siren
vggsound_00,U7joUcTCo_0.png,U7joUcTCo_000000.wav,people coughing
vggsound_00,UE437qBIo_1.png,UE437qBIo_000001.wav,pheasant crowing
vggsound_00,UgnJTCTqg_0.png,UgnJTCTqg_000000.wav,people battle cry
vggsound_00,UQXuZfbFY_44.png,UQXuZfbFY_000044.wav,bird wings flapping
vggsound_00,veKG73Di4_39.png,veKG73Di4_000039.wav,playing congas
vggsound_00,vpnMyh30c_83.png,vpnMyh30c_000083.wav,"subway, metro, underground"
vggsound_00,xDffQ9Mwo_30.png,xDffQ9Mwo_000030.wav,car passing by
vggsound_00,XInAaMS6k_61.png,XInAaMS6k_000061.wav,cap gun shooting
vggsound_00,xJurJrYQg_220.png,xJurJrYQg_000220.wav,orchestra
vggsound_00,yJcmmwiMc_30.png,yJcmmwiMc_000030.wav,playing acoustic guitar
vggsound_00,Z4X0SQxBc_290.png,Z4X0SQxBc_000290.wav,people clapping
vggsound_00,z8JpdDKr0_249.png,z8JpdDKr0_000249.wav,hammering nails
vggsound_00,ZHUMfueO0_30.png,ZHUMfueO0_000030.wav,female singing
vggsound_00,zLzL0sq3M_30.png,zLzL0sq3M_000030.wav,car passing by
vggsound_00,zOG2GRGY4_14.png,zOG2GRGY4_000014.wav,duck quacking
vggsound_00,_K9nQrmDU_30.png,_K9nQrmDU_000030.wav,child singing
vggsound_00,00nar1nEPc_33.png,00nar1nEPc_000033.wav,playing harmonica
vggsound_00,011qJFjM4M_56.png,011qJFjM4M_000056.wav,dog growling
vggsound_00,021-GT2EIM_174.png,021-GT2EIM_000174.wav,church bell ringing
vggsound_00,03Hd0MBgQY_0.png,03Hd0MBgQY_000000.wav,playing piano
vggsound_00,03N_1zOM4E_239.png,03N_1zOM4E_000239.wav,playing table tennis
vggsound_00,0aiCtGjNXE_30.png,0aiCtGjNXE_000030.wav,"motorboat, speedboat acceleration"
vggsound_00,0BIyqJj9ZU_30.png,0BIyqJj9ZU_000030.wav,people belly laughing
vggsound_00,0DIFwkUpjQ_50.png,0DIFwkUpjQ_000050.wav,skateboarding
vggsound_00,0dzLw4NyrM_596.png,0dzLw4NyrM_000596.wav,playing didgeridoo
vggsound_00,0gYWIOfqdM_46.png,0gYWIOfqdM_000046.wav,playing glockenspiel
vggsound_00,0hh8Yp02FU_49.png,0hh8Yp02FU_000049.wav,skiing
vggsound_00,0HTFjyC-SI_7.png,0HTFjyC-SI_000007.wav,pheasant crowing
vggsound_00,0HxntVOLW4_508.png,0HxntVOLW4_000508.wav,"playing steel guitar, slide guitar"
vggsound_00,0iEMffOYwo_5.png,0iEMffOYwo_000005.wav,playing oboe
vggsound_00,0jbsobEJg8_0.png,0jbsobEJg8_000000.wav,playing harpsichord
vggsound_00,0jeONf82dE_21.png,0jeONf82dE_000021.wav,horse neighing
vggsound_00,0jvUCuqxow_15.png,0jvUCuqxow_000015.wav,arc welding
vggsound_00,0KgYgXKFXs_30.png,0KgYgXKFXs_000030.wav,female singing
vggsound_00,0kJ0SVWD7E_30.png,0kJ0SVWD7E_000030.wav,sheep bleating
vggsound_00,0KPtvNQwSU_188.png,0KPtvNQwSU_000188.wav,playing squash
vggsound_00,0legLrA6Ns_51.png,0legLrA6Ns_000051.wav,playing bass drum
vggsound_00,0lrq0dgfnQ_15.png,0lrq0dgfnQ_000015.wav,chimpanzee pant-hooting
vggsound_00,0LtujdJBYA_85.png,0LtujdJBYA_000085.wav,playing bass drum
vggsound_00,0m2awVIc8A_15.png,0m2awVIc8A_000015.wav,police radio chatter
vggsound_00,0MDgdtkV0k_10.png,0MDgdtkV0k_000010.wav,police radio chatter
vggsound_00,0mLdC1zRx8_16.png,0mLdC1zRx8_000016.wav,playing cornet
vggsound_00,0NxpZlO348_30.png,0NxpZlO348_000030.wav,"male speech, man speaking"
vggsound_00,0p7hKXZ1ww_30.png,0p7hKXZ1ww_000030.wav,lighting firecrackers
vggsound_00,0pDdvzuFHg_142.png,0pDdvzuFHg_000142.wav,bowling impact
vggsound_00,0pJqpNjft4_267.png,0pJqpNjft4_000267.wav,cow lowing
vggsound_00,0qyuT918Jc_75.png,0qyuT918Jc_000075.wav,planing timber
vggsound_00,0SIsA5l5Eg_30.png,0SIsA5l5Eg_000030.wav,female singing
vggsound_00,0SQayvXyIQ_110.png,0SQayvXyIQ_000110.wav,"male speech, man speaking"
vggsound_00,0TTFAArJ9k_30.png,0TTFAArJ9k_000030.wav,horse clip-clop
vggsound_00,0U3c4PN8sc_30.png,0U3c4PN8sc_000030.wav,car passing by
vggsound_00,0u9E3dETG0_199.png,0u9E3dETG0_000199.wav,"bee, wasp, etc. buzzing"
vggsound_00,0UQF2s0VYI_0.png,0UQF2s0VYI_000000.wav,horse neighing
vggsound_00,0UuUoXQUoI_107.png,0UuUoXQUoI_000107.wav,playing double bass
vggsound_00,0UyIRbzhlw_26.png,0UyIRbzhlw_000026.wav,playing cello
vggsound_00,0VEyRPpHcY_181.png,0VEyRPpHcY_000181.wav,people booing
vggsound_00,0VKonoRviE_197.png,0VKonoRviE_000197.wav,church bell ringing
vggsound_00,0vPFx-wRRI_30.png,0vPFx-wRRI_000030.wav,people finger snapping
vggsound_00,0VQXloTkoo_32.png,0VQXloTkoo_000032.wav,tap dancing
vggsound_00,0WfESRV74k_0.png,0WfESRV74k_000000.wav,raining
vggsound_00,0WxMOK3X5M_16.png,0WxMOK3X5M_000016.wav,gibbon howling
vggsound_00,0WZoijgWto_30.png,0WZoijgWto_000030.wav,playing electric guitar
vggsound_00,0X1juZHG6I_30.png,0X1juZHG6I_000030.wav,toilet flushing
vggsound_00,0xDlYX5LM8_227.png,0xDlYX5LM8_000227.wav,arc welding
vggsound_00,0Y5M39myZY_30.png,0Y5M39myZY_000030.wav,"male speech, man speaking"
vggsound_00,0YaPPvFmC8_30.png,0YaPPvFmC8_000030.wav,male singing
vggsound_00,0yQTraiAUY_30.png,0yQTraiAUY_000030.wav,"pigeon, dove cooing"
vggsound_00,0yRK50zyTI_30.png,0yRK50zyTI_000030.wav,fire crackling
vggsound_00,0Zg_dXR_6I_13.png,0Zg_dXR_6I_000013.wav,missile launch
vggsound_00,0zIOEW3mM4_16.png,0zIOEW3mM4_000016.wav,pheasant crowing
vggsound_00,0ZYW2yXKp8_22.png,0ZYW2yXKp8_000022.wav,bird wings flapping
vggsound_00,0_vEaaXndY_11.png,0_vEaaXndY_000011.wav,driving buses
vggsound_00,10VmSN3WzE_159.png,10VmSN3WzE_000159.wav,playing tabla
vggsound_00,11sNcJejws_3.png,11sNcJejws_000003.wav,cupboard opening or closing
vggsound_00,12PNUDVUjA_29.png,12PNUDVUjA_000029.wav,playing acoustic guitar
vggsound_00,16xdxkRgXY_1.png,16xdxkRgXY_000001.wav,people battle cry
vggsound_00,17HGDPd8gE_30.png,17HGDPd8gE_000030.wav,waterfall burbling
vggsound_00,18TGb1WmO8_23.png,18TGb1WmO8_000023.wav,missile launch
vggsound_00,19HsqaVOHU_19.png,19HsqaVOHU_000019.wav,crow cawing
vggsound_00,1ABuaSkkio_30.png,1ABuaSkkio_000030.wav,male singing
vggsound_00,1B4--7U1xY_2.png,1B4--7U1xY_000002.wav,"vehicle horn, car horn, honking"
vggsound_00,1BLaahvBSM_1048.png,1BLaahvBSM_001048.wav,child singing
vggsound_00,1BtY81-D54_130.png,1BtY81-D54_000130.wav,people battle cry
vggsound_00,1C5GLtgcbY_30.png,1C5GLtgcbY_000030.wav,playing washboard
vggsound_00,1cRD9GzcFY_0.png,1cRD9GzcFY_000000.wav,air horn
vggsound_00,1Cvs1_xWW4_0.png,1Cvs1_xWW4_000000.wav,fire truck siren
vggsound_00,1dApgfibc4_0.png,1dApgfibc4_000000.wav,"child speech, kid speaking"
vggsound_00,1d_TDWib1A_50.png,1d_TDWib1A_000050.wav,slot machine
vggsound_00,1EeNriiRN0_443.png,1EeNriiRN0_000443.wav,playing squash
vggsound_00,1eOkp74EGU_105.png,1eOkp74EGU_000105.wav,lighting firecrackers
vggsound_00,1EXhfqLLwQ_150.png,1EXhfqLLwQ_000150.wav,pumping water
vggsound_00,1fAlgxLC00_3.png,1fAlgxLC00_000003.wav,lions growling
vggsound_00,1GJQ3c94jQ_97.png,1GJQ3c94jQ_000097.wav,cat growling
vggsound_00,1gKqs5p3I8_107.png,1gKqs5p3I8_000107.wav,playing flute
vggsound_00,1iK6drewCE_184.png,1iK6drewCE_000184.wav,playing synthesizer
vggsound_00,1JmE4eV4zE_442.png,1JmE4eV4zE_000442.wav,beat boxing
vggsound_00,1KVzbdvkdg_54.png,1KVzbdvkdg_000054.wav,playing bagpipes
vggsound_00,1LGZONdjkY_22.png,1LGZONdjkY_000022.wav,playing trumpet
vggsound_00,1M0nMXxvHY_43.png,1M0nMXxvHY_000043.wav,playing harpsichord
vggsound_00,1MClsMVlF0_54.png,1MClsMVlF0_000054.wav,lighting firecrackers
vggsound_00,1NybDGvjoA_36.png,1NybDGvjoA_000036.wav,woodpecker pecking tree
vggsound_00,1oRfe0FQI8_60.png,1oRfe0FQI8_000060.wav,"railroad car, train wagon"
vggsound_00,1P74acOb3c_50.png,1P74acOb3c_000050.wav,playing banjo
vggsound_00,1pHg-ZVssE_30.png,1pHg-ZVssE_000030.wav,female singing
vggsound_00,1PkCejU5u8_370.png,1PkCejU5u8_000370.wav,people crowd
vggsound_00,1pRmoJIGQc_10.png,1pRmoJIGQc_000010.wav,car engine knocking
vggsound_00,1q0XHPxqe8_80.png,1q0XHPxqe8_000080.wav,"race car, auto racing"
vggsound_00,1QUpHlvDM4_0.png,1QUpHlvDM4_000000.wav,chicken crowing
vggsound_00,1qyr-IzqKY_60.png,1qyr-IzqKY_000060.wav,playing accordion
vggsound_00,1rZFviqTTQ_28.png,1rZFviqTTQ_000028.wav,sharpen knife
vggsound_00,1ukRC9M6bc_50.png,1ukRC9M6bc_000050.wav,playing drum kit
vggsound_00,1UP2kG24nM_50.png,1UP2kG24nM_000050.wav,"rowboat, canoe, kayak rowing"
vggsound_00,1VcGT09lUI_126.png,1VcGT09lUI_000126.wav,forging swords
vggsound_00,1Vd89MCLJU_514.png,1Vd89MCLJU_000514.wav,footsteps on snow
vggsound_00,1vfxCtpdEI_30.png,1vfxCtpdEI_000030.wav,male singing
vggsound_00,1vr3JMt_tc_249.png,1vr3JMt_tc_000249.wav,playing trombone
vggsound_00,1WK72M4xeg_220.png,1WK72M4xeg_000220.wav,driving motorcycle
vggsound_00,1WNSmtDVi8_12.png,1WNSmtDVi8_000012.wav,owl hooting
vggsound_00,1X2N5XJckw_0.png,1X2N5XJckw_000000.wav,"vehicle horn, car horn, honking"
vggsound_00,1XBP-nZ1bQ_90.png,1XBP-nZ1bQ_000090.wav,playing acoustic guitar
vggsound_00,1_f4o5Lqkg_59.png,1_f4o5Lqkg_000059.wav,mosquito buzzing
vggsound_00,2-wdcN5vOw_17.png,2-wdcN5vOw_000017.wav,train whistling
vggsound_00,20w_sCdwhk_16.png,20w_sCdwhk_000016.wav,reversing beeps
vggsound_00,239HZbaZ0M_30.png,239HZbaZ0M_000030.wav,singing choir
vggsound_00,23CeprtibU_30.png,23CeprtibU_000030.wav,chainsawing trees
vggsound_00,25e5qcELvw_11.png,25e5qcELvw_000011.wav,printer printing
vggsound_00,26aVYRtEAc_30.png,26aVYRtEAc_000030.wav,female singing
vggsound_00,26kjr5MxSI_0.png,26kjr5MxSI_000000.wav,chicken clucking
vggsound_00,28cdRYzR4w_65.png,28cdRYzR4w_000065.wav,child singing
vggsound_00,28N8VI2emM_76.png,28N8VI2emM_000076.wav,underwater bubbling
vggsound_00,2bOwXoTATM_373.png,2bOwXoTATM_000373.wav,playing bagpipes
vggsound_00,2Dm0VjW8oM_1.png,2Dm0VjW8oM_000001.wav,"pigeon, dove cooing"
vggsound_00,2Fbw2plADY_30.png,2Fbw2plADY_000030.wav,people whispering
vggsound_00,2fGMsiNgl8_52.png,2fGMsiNgl8_000052.wav,bowling impact
vggsound_00,2FKhYSw_zU_99.png,2FKhYSw_zU_000099.wav,singing choir
vggsound_00,2fmgdWsRxM_109.png,2fmgdWsRxM_000109.wav,"bee, wasp, etc. buzzing"
vggsound_00,2gf4GmIplE_120.png,2gf4GmIplE_000120.wav,playing french horn
vggsound_00,2HXm-Rj3lg_283.png,2HXm-Rj3lg_000283.wav,people nose blowing
vggsound_00,2jAdijiM14_0.png,2jAdijiM14_000000.wav,playing bagpipes
vggsound_00,2JAK9CdWvY_435.png,2JAK9CdWvY_000435.wav,slot machine
vggsound_00,2JalGJn_4Y_263.png,2JalGJn_4Y_000263.wav,train whistling
vggsound_00,2JomCd5zzY_184.png,2JomCd5zzY_000184.wav,child singing
vggsound_00,2jWRtFugLs_0.png,2jWRtFugLs_000000.wav,sea waves
vggsound_00,2k4RLnPDbo_153.png,2k4RLnPDbo_000153.wav,playing clarinet
vggsound_00,2LHurwr5CQ_45.png,2LHurwr5CQ_000045.wav,"subway, metro, underground"
vggsound_00,2LJWaL2PuA_30.png,2LJWaL2PuA_000030.wav,car passing by
vggsound_00,2LovF10IwM_179.png,2LovF10IwM_000179.wav,ice cracking
vggsound_00,2McrNUTKQQ_30.png,2McrNUTKQQ_000030.wav,female singing
vggsound_00,2MeFbcUUmk_30.png,2MeFbcUUmk_000030.wav,male singing
vggsound_00,2Mt0URu_Xo_247.png,2Mt0URu_Xo_000247.wav,playing table tennis
vggsound_00,2OrscQ9MKw_185.png,2OrscQ9MKw_000185.wav,playing lacrosse
vggsound_00,2pb2WUxF5Q_50.png,2pb2WUxF5Q_000050.wav,police radio chatter
vggsound_00,2PCw_b6c2k_116.png,2PCw_b6c2k_000116.wav,playing timpani
vggsound_00,2poGMEmbbk_109.png,2poGMEmbbk_000109.wav,using sewing machines
vggsound_00,2qJQqXbtZs_128.png,2qJQqXbtZs_000128.wav,vacuum cleaner cleaning floors
vggsound_00,2QyHTr4cJM_16.png,2QyHTr4cJM_000016.wav,waterfall burbling
vggsound_00,2RPPODqLy4_30.png,2RPPODqLy4_000030.wav,tapping guitar
vggsound_00,2sE5CH8Wb8_30.png,2sE5CH8Wb8_000030.wav,reversing beeps
vggsound_00,2sE_O4zGO0_129.png,2sE_O4zGO0_000129.wav,playing castanets
vggsound_00,2sOH8XovEE_484.png,2sOH8XovEE_000484.wav,playing table tennis
vggsound_00,2TjevpJuAs_30.png,2TjevpJuAs_000030.wav,playing acoustic guitar
vggsound_00,2toZf00LvI_12.png,2toZf00LvI_000012.wav,bowling impact
vggsound_00,2uGOpRwYzc_2.png,2uGOpRwYzc_000002.wav,playing french horn
vggsound_00,2Ugsiz1Ro4_88.png,2Ugsiz1Ro4_000088.wav,turkey gobbling
vggsound_00,2UTeNMKf7g_260.png,2UTeNMKf7g_000260.wav,orchestra
vggsound_00,2vPstoITHs_39.png,2vPstoITHs_000039.wav,playing timpani
vggsound_00,2X5YwLlICg_2.png,2X5YwLlICg_000002.wav,door slamming
vggsound_00,2xiZDEuHd8_30.png,2xiZDEuHd8_000030.wav,pig oinking
vggsound_00,2xjeuKOWwQ_120.png,2xjeuKOWwQ_000120.wav,lawn mowing
vggsound_00,2xn5g7sfrU_44.png,2xn5g7sfrU_000044.wav,basketball bounce
vggsound_00,2xxVISlg34_30.png,2xxVISlg34_000030.wav,female singing
vggsound_00,2Z9JGG0Dnw_70.png,2Z9JGG0Dnw_000070.wav,playing saxophone
vggsound_00,2zHCY2q4DA_139.png,2zHCY2q4DA_000139.wav,eletric blender running
vggsound_00,3-4qmWSJXU_30.png,3-4qmWSJXU_000030.wav,thunder
vggsound_00,30AswTAoUE_24.png,30AswTAoUE_000024.wav,singing choir
vggsound_00,30UVzI7M1Y_2.png,30UVzI7M1Y_000002.wav,dog whimpering
vggsound_00,32EWNC_btk_11.png,32EWNC_btk_000011.wav,car engine idling
vggsound_00,32HIdBGdjo_66.png,32HIdBGdjo_000066.wav,"vehicle horn, car horn, honking"
vggsound_00,32IrasDuMg_0.png,32IrasDuMg_000000.wav,people sobbing
vggsound_00,32R7lVBhoI_30.png,32R7lVBhoI_000030.wav,sheep bleating
vggsound_00,33dtHMQ38I_422.png,33dtHMQ38I_000422.wav,playing theremin
vggsound_00,376LJuHi_Y_486.png,376LJuHi_Y_000486.wav,playing squash
vggsound_00,37X0bRVT0g_122.png,37X0bRVT0g_000122.wav,fox barking
vggsound_00,39sHTky_6o_0.png,39sHTky_6o_000000.wav,playing ukulele
vggsound_00,39y2CnhAsU_115.png,39y2CnhAsU_000115.wav,sea waves
vggsound_00,3ADZZS5luA_104.png,3ADZZS5luA_000104.wav,car engine starting
vggsound_00,3aFttpVvu0_11.png,3aFttpVvu0_000011.wav,chimpanzee pant-hooting
vggsound_00,3b9gwBYXp8_503.png,3b9gwBYXp8_000503.wav,chopping food
vggsound_00,3cuiWZz8FY_30.png,3cuiWZz8FY_000030.wav,female singing
vggsound_00,3cvcq0X_zo_250.png,3cvcq0X_zo_000250.wav,turkey gobbling
vggsound_00,3cXcRajPSc_30.png,3cXcRajPSc_000030.wav,raining
vggsound_00,3d7sJpR8MA_22.png,3d7sJpR8MA_000022.wav,playing bagpipes
vggsound_00,3EJe3ZMO1k_30.png,3EJe3ZMO1k_000030.wav,"playing violin, fiddle"
vggsound_00,3EwIFTR-Kk_45.png,3EwIFTR-Kk_000045.wav,tap dancing
vggsound_00,3EYaEWEfRE_30.png,3EYaEWEfRE_000030.wav,"rowboat, canoe, kayak rowing"
vggsound_00,3F84DMR4fA_3.png,3F84DMR4fA_000003.wav,parrot talking
vggsound_00,3f9zdKh7Oc_168.png,3f9zdKh7Oc_000168.wav,female singing
vggsound_00,3fum-y9ouw_70.png,3fum-y9ouw_000070.wav,people whispering
vggsound_00,3G6bE5PqIQ_2.png,3G6bE5PqIQ_000002.wav,playing cymbal
vggsound_00,3GsMfOpuRM_145.png,3GsMfOpuRM_000145.wav,tapping guitar
vggsound_00,3gU1bPU7_8_0.png,3gU1bPU7_8_000000.wav,skateboarding
vggsound_00,3hbLaC4bSs_13.png,3hbLaC4bSs_000013.wav,people marching
vggsound_00,3Hi-atFiAw_30.png,3Hi-atFiAw_000030.wav,people shuffling
vggsound_00,3ihfHTdJSI_110.png,3ihfHTdJSI_000110.wav,chicken crowing
vggsound_00,3inDTr5RV0_619.png,3inDTr5RV0_000619.wav,lathe spinning
vggsound_00,3iQfkOVi8g_30.png,3iQfkOVi8g_000030.wav,male singing
vggsound_00,3KiSKjtdXs_44.png,3KiSKjtdXs_000044.wav,people eating noodle
vggsound_00,3kt0GobDIM_70.png,3kt0GobDIM_000070.wav,playing accordion
vggsound_00,3Kv4fdm7Uk_30.png,3Kv4fdm7Uk_000030.wav,playing steelpan
vggsound_00,3L1rzGAD_o_30.png,3L1rzGAD_o_000030.wav,playing acoustic guitar
vggsound_00,3l98ZbqecQ_299.png,3l98ZbqecQ_000299.wav,playing tympani
vggsound_00,3lvuJ1-KsY_70.png,3lvuJ1-KsY_000070.wav,playing clarinet
vggsound_00,3M-k4nIYIM_30.png,3M-k4nIYIM_000030.wav,car passing by
vggsound_00,3MNphBfq_0_30.png,3MNphBfq_0_000030.wav,car passing by
vggsound_00,3mXuQ3qGdo_35.png,3mXuQ3qGdo_000035.wav,sheep bleating
vggsound_00,3PdsZqxOwA_40.png,3PdsZqxOwA_000040.wav,people farting
vggsound_00,3Ptg4uALKc_230.png,3Ptg4uALKc_000230.wav,playing tabla
vggsound_00,3Q3Hgr5lhw_370.png,3Q3Hgr5lhw_000370.wav,"child speech, kid speaking"
vggsound_00,3Q5K1PO7ag_51.png,3Q5K1PO7ag_000051.wav,bowling impact
vggsound_00,3RH8_aeZkk_105.png,3RH8_aeZkk_000105.wav,running electric fan
vggsound_00,3rHVsIj1M8_30.png,3rHVsIj1M8_000030.wav,wind noise
vggsound_00,3SE2nOj6d4_30.png,3SE2nOj6d4_000030.wav,male singing
vggsound_00,3suCV1UqMc_102.png,3suCV1UqMc_000102.wav,sharpen knife
vggsound_00,3sX4pIZa8c_1.png,3sX4pIZa8c_000001.wav,canary calling
vggsound_00,3sxPjf6E6k_30.png,3sxPjf6E6k_000030.wav,playing trombone
vggsound_00,3tQW7Zhl9U_380.png,3tQW7Zhl9U_000380.wav,helicopter
vggsound_00,3tuTtK-PyA_111.png,3tuTtK-PyA_000111.wav,playing sitar
vggsound_00,3usm60vq2g_240.png,3usm60vq2g_000240.wav,hammering nails
vggsound_00,3uypzLYfSw_0.png,3uypzLYfSw_000000.wav,people screaming
vggsound_00,3VDc0cjv_4_0.png,3VDc0cjv_4_000000.wav,mouse clicking
vggsound_00,3viw1EWLpo_15.png,3viw1EWLpo_000015.wav,baby crying
vggsound_00,3WPsuawZDE_328.png,3WPsuawZDE_000328.wav,playing electronic organ
vggsound_00,3WQytGKbrA_28.png,3WQytGKbrA_000028.wav,playing didgeridoo
vggsound_00,3x09REGA-0_50.png,3x09REGA-0_000050.wav,playing didgeridoo
vggsound_00,3xhrOw45ss_60.png,3xhrOw45ss_000060.wav,playing banjo
vggsound_00,3xJAtuhxJ4_115.png,3xJAtuhxJ4_000115.wav,playing bass drum
vggsound_00,3Y4NuyZmvA_250.png,3Y4NuyZmvA_000250.wav,"vehicle horn, car horn, honking"
vggsound_00,3yfGzvvYhw_248.png,3yfGzvvYhw_000248.wav,cell phone buzzing
vggsound_00,3YMCZ2AWW0_30.png,3YMCZ2AWW0_000030.wav,waterfall burbling
vggsound_00,3YP7hGz7RI_106.png,3YP7hGz7RI_000106.wav,"ice cream truck, ice cream van"
vggsound_00,3yVqL0DWQE_30.png,3yVqL0DWQE_000030.wav,car passing by
vggsound_00,3YWuPXHknk_30.png,3YWuPXHknk_000030.wav,car engine starting
vggsound_00,3z5mFRgbxc_30.png,3z5mFRgbxc_000030.wav,driving buses
vggsound_00,3ZJD-ApzXE_6.png,3ZJD-ApzXE_000006.wav,playing bassoon
vggsound_00,4-rtJzyJ1g_30.png,4-rtJzyJ1g_000030.wav,"male speech, man speaking"
vggsound_00,405Ksmbra8_19.png,405Ksmbra8_000019.wav,chicken clucking
vggsound_00,40DA8RPuq0_216.png,40DA8RPuq0_000216.wav,train horning
vggsound_00,40nDU5Ecgg_130.png,40nDU5Ecgg_000130.wav,"donkey, ass braying"
vggsound_00,427zFFU4Kw_30.png,427zFFU4Kw_000030.wav,"male speech, man speaking"
vggsound_00,42aitlKedE_574.png,42aitlKedE_000574.wav,striking pool
vggsound_00,46xqouqMxA_6.png,46xqouqMxA_000006.wav,cat meowing
vggsound_00,471M-E0YHg_2.png,471M-E0YHg_000002.wav,tractor digging
vggsound_00,47tt-BTqJY_63.png,47tt-BTqJY_000063.wav,playing hammond organ
vggsound_00,4ano7snqlI_30.png,4ano7snqlI_000030.wav,"motorboat, speedboat acceleration"
vggsound_00,4B9Xf1b1yI_23.png,4B9Xf1b1yI_000023.wav,sheep bleating
vggsound_00,4bMxEoHn9c_40.png,4bMxEoHn9c_000040.wav,people hiccup
vggsound_00,4bPiXbovf0_8.png,4bPiXbovf0_000008.wav,air conditioning noise
vggsound_00,4c4jzE5y_c_5.png,4c4jzE5y_c_000005.wav,horse neighing
vggsound_00,4c9EgbBqro_30.png,4c9EgbBqro_000030.wav,"female speech, woman speaking"
vggsound_00,4cdRRPG3Wg_115.png,4cdRRPG3Wg_000115.wav,playing tabla
vggsound_00,4cRJi8yIMY_187.png,4cRJi8yIMY_000187.wav,playing hammond organ
vggsound_00,4CtdVLzUHM_20.png,4CtdVLzUHM_000020.wav,playing double bass
vggsound_00,4DpBHTuc88_75.png,4DpBHTuc88_000075.wav,playing glockenspiel
vggsound_00,4EIZrmnLcE_53.png,4EIZrmnLcE_000053.wav,people booing
vggsound_00,4ELUORuKtk_30.png,4ELUORuKtk_000030.wav,playing acoustic guitar
vggsound_00,4eXuXHZw_A_30.png,4eXuXHZw_A_000030.wav,playing snare drum
vggsound_00,4f9PIOK2_I_59.png,4f9PIOK2_I_000059.wav,woodpecker pecking tree
vggsound_00,4GGG_1IqE4_211.png,4GGG_1IqE4_000211.wav,playing bongo
vggsound_00,4ItJ9yTz_c_42.png,4ItJ9yTz_c_000042.wav,train horning
